Column1,Column2,Column1,Column2
PiuraChilensis_v1_contig_1391,0.734197,,
PiuraChilensis_v1_contig_13910,0.680001,,
PiuraChilensis_v1_contig_13911,0.57218,,
PiuraChilensis_v1_contig_13912,0.285475,,
PiuraChilensis_v1_contig_13913,0.790353,PiuraChilensis_v1_contig_13913,cell cycle and proliferation
PiuraChilensis_v1_contig_13913,0.790353,PiuraChilensis_v1_contig_13913,cell organization and biogenesis
PiuraChilensis_v1_contig_13913,0.790353,PiuraChilensis_v1_contig_13913,developmental processes
PiuraChilensis_v1_contig_13913,0.790353,PiuraChilensis_v1_contig_13913,other biological processes
PiuraChilensis_v1_contig_13913,0.790353,PiuraChilensis_v1_contig_13913,other metabolic processes
PiuraChilensis_v1_contig_13913,0.790353,PiuraChilensis_v1_contig_13913,transport
PiuraChilensis_v1_contig_13914,1.12133,PiuraChilensis_v1_contig_13914,protein metabolism
PiuraChilensis_v1_contig_13915,0.803875,,
PiuraChilensis_v1_contig_13916,0.804983,,
PiuraChilensis_v1_contig_13917,0.8678,PiuraChilensis_v1_contig_13917,other metabolic processes
PiuraChilensis_v1_contig_13918,1.07849,PiuraChilensis_v1_contig_13918,cell organization and biogenesis
PiuraChilensis_v1_contig_13918,1.07849,PiuraChilensis_v1_contig_13918,developmental processes
PiuraChilensis_v1_contig_13918,1.07849,PiuraChilensis_v1_contig_13918,other metabolic processes
PiuraChilensis_v1_contig_13919,0.937501,PiuraChilensis_v1_contig_13919,transport
PiuraChilensis_v1_contig_1392,0.797915,,
PiuraChilensis_v1_contig_13920,1.23478,PiuraChilensis_v1_contig_13920,transport
PiuraChilensis_v1_contig_13921,0.613745,,
PiuraChilensis_v1_contig_13922,0.490739,PiuraChilensis_v1_contig_13922,other metabolic processes
PiuraChilensis_v1_contig_13922,0.490739,PiuraChilensis_v1_contig_13922,protein metabolism
PiuraChilensis_v1_contig_13922,0.490739,PiuraChilensis_v1_contig_13922,stress response
PiuraChilensis_v1_contig_13923,0.908604,,
PiuraChilensis_v1_contig_13924,0.775581,,
PiuraChilensis_v1_contig_13925,0.547762,,
PiuraChilensis_v1_contig_13926,1.26073,,
PiuraChilensis_v1_contig_13927,1.49025,,
PiuraChilensis_v1_contig_13928,0.45423,PiuraChilensis_v1_contig_13928,protein metabolism
PiuraChilensis_v1_contig_13929,1.29992,,
PiuraChilensis_v1_contig_1393,0.832821,PiuraChilensis_v1_contig_1393,other biological processes
PiuraChilensis_v1_contig_1393,0.832821,PiuraChilensis_v1_contig_1393,transport
PiuraChilensis_v1_contig_13930,0.985127,,
PiuraChilensis_v1_contig_13931,1.14611,,
PiuraChilensis_v1_contig_13932,0.731185,PiuraChilensis_v1_contig_13932,RNA metabolism
PiuraChilensis_v1_contig_13932,0.731185,PiuraChilensis_v1_contig_13932,protein metabolism
PiuraChilensis_v1_contig_13933,0.408961,,
PiuraChilensis_v1_contig_13934,0.943711,PiuraChilensis_v1_contig_13934,other biological processes
PiuraChilensis_v1_contig_13934,0.943711,PiuraChilensis_v1_contig_13934,protein metabolism
PiuraChilensis_v1_contig_13935,0.85452,PiuraChilensis_v1_contig_13935,other metabolic processes
PiuraChilensis_v1_contig_13936,0.906054,PiuraChilensis_v1_contig_13936,cell organization and biogenesis
PiuraChilensis_v1_contig_13936,0.906054,PiuraChilensis_v1_contig_13936,other metabolic processes
PiuraChilensis_v1_contig_13936,0.906054,PiuraChilensis_v1_contig_13936,transport
PiuraChilensis_v1_contig_13937,0.994625,,
PiuraChilensis_v1_contig_13938,0.359834,,
PiuraChilensis_v1_contig_13939,0.878404,PiuraChilensis_v1_contig_13939,other biological processes
PiuraChilensis_v1_contig_13939,0.878404,PiuraChilensis_v1_contig_13939,other metabolic processes
PiuraChilensis_v1_contig_1394,0.472778,PiuraChilensis_v1_contig_1394,RNA metabolism
PiuraChilensis_v1_contig_1394,0.472778,PiuraChilensis_v1_contig_1394,cell cycle and proliferation
PiuraChilensis_v1_contig_1394,0.472778,PiuraChilensis_v1_contig_1394,death
PiuraChilensis_v1_contig_1394,0.472778,PiuraChilensis_v1_contig_1394,developmental processes
PiuraChilensis_v1_contig_1394,0.472778,PiuraChilensis_v1_contig_1394,other biological processes
PiuraChilensis_v1_contig_1394,0.472778,PiuraChilensis_v1_contig_1394,signal transduction
PiuraChilensis_v1_contig_1394,0.472778,PiuraChilensis_v1_contig_1394,stress response
PiuraChilensis_v1_contig_13940,0.695205,PiuraChilensis_v1_contig_13940,other metabolic processes
PiuraChilensis_v1_contig_13940,0.695205,PiuraChilensis_v1_contig_13940,protein metabolism
PiuraChilensis_v1_contig_13941,0.950109,,
PiuraChilensis_v1_contig_13942,0.949317,PiuraChilensis_v1_contig_13942,RNA metabolism
PiuraChilensis_v1_contig_13942,0.949317,PiuraChilensis_v1_contig_13942,cell organization and biogenesis
PiuraChilensis_v1_contig_13942,0.949317,PiuraChilensis_v1_contig_13942,developmental processes
PiuraChilensis_v1_contig_13942,0.949317,PiuraChilensis_v1_contig_13942,other biological processes
PiuraChilensis_v1_contig_13942,0.949317,PiuraChilensis_v1_contig_13942,other metabolic processes
PiuraChilensis_v1_contig_13943,0.764015,PiuraChilensis_v1_contig_13943,protein metabolism
PiuraChilensis_v1_contig_13943,0.764015,PiuraChilensis_v1_contig_13943,signal transduction
PiuraChilensis_v1_contig_13943,0.764015,PiuraChilensis_v1_contig_13943,transport
PiuraChilensis_v1_contig_13944,0.500849,PiuraChilensis_v1_contig_13944,cell adhesion
PiuraChilensis_v1_contig_13944,0.500849,PiuraChilensis_v1_contig_13944,cell cycle and proliferation
PiuraChilensis_v1_contig_13944,0.500849,PiuraChilensis_v1_contig_13944,developmental processes
PiuraChilensis_v1_contig_13944,0.500849,PiuraChilensis_v1_contig_13944,other biological processes
PiuraChilensis_v1_contig_13944,0.500849,PiuraChilensis_v1_contig_13944,protein metabolism
PiuraChilensis_v1_contig_13944,0.500849,PiuraChilensis_v1_contig_13944,signal transduction
PiuraChilensis_v1_contig_13944,0.500849,PiuraChilensis_v1_contig_13944,transport
PiuraChilensis_v1_contig_13945,0.738463,,
PiuraChilensis_v1_contig_13946,0.543261,,
PiuraChilensis_v1_contig_13947,1.25156,,
PiuraChilensis_v1_contig_13948,0.865163,PiuraChilensis_v1_contig_13948,death
PiuraChilensis_v1_contig_13948,0.865163,PiuraChilensis_v1_contig_13948,other biological processes
PiuraChilensis_v1_contig_13948,0.865163,PiuraChilensis_v1_contig_13948,other metabolic processes
PiuraChilensis_v1_contig_13948,0.865163,PiuraChilensis_v1_contig_13948,signal transduction
PiuraChilensis_v1_contig_13949,0.536134,PiuraChilensis_v1_contig_13949,DNA metabolism
PiuraChilensis_v1_contig_13949,0.536134,PiuraChilensis_v1_contig_13949,other metabolic processes
PiuraChilensis_v1_contig_13949,0.536134,PiuraChilensis_v1_contig_13949,stress response
PiuraChilensis_v1_contig_1395,1.02623,PiuraChilensis_v1_contig_1395,transport
PiuraChilensis_v1_contig_13950,0.331426,PiuraChilensis_v1_contig_13950,DNA metabolism
PiuraChilensis_v1_contig_13951,0.810574,PiuraChilensis_v1_contig_13951,other biological processes
PiuraChilensis_v1_contig_13951,0.810574,PiuraChilensis_v1_contig_13951,protein metabolism
PiuraChilensis_v1_contig_13951,0.810574,PiuraChilensis_v1_contig_13951,stress response
PiuraChilensis_v1_contig_13952,0.852199,,
PiuraChilensis_v1_contig_13953,0.913508,,
PiuraChilensis_v1_contig_13954,0.692069,PiuraChilensis_v1_contig_13954,cell organization and biogenesis
PiuraChilensis_v1_contig_13954,0.692069,PiuraChilensis_v1_contig_13954,other biological processes
PiuraChilensis_v1_contig_13954,0.692069,PiuraChilensis_v1_contig_13954,protein metabolism
PiuraChilensis_v1_contig_13954,0.692069,PiuraChilensis_v1_contig_13954,signal transduction
PiuraChilensis_v1_contig_13954,0.692069,PiuraChilensis_v1_contig_13954,stress response
PiuraChilensis_v1_contig_13955,0.533946,PiuraChilensis_v1_contig_13955,other biological processes
PiuraChilensis_v1_contig_13956,0.377154,PiuraChilensis_v1_contig_13956,DNA metabolism
PiuraChilensis_v1_contig_13956,0.377154,PiuraChilensis_v1_contig_13956,RNA metabolism
PiuraChilensis_v1_contig_13956,0.377154,PiuraChilensis_v1_contig_13956,cell organization and biogenesis
PiuraChilensis_v1_contig_13956,0.377154,PiuraChilensis_v1_contig_13956,developmental processes
PiuraChilensis_v1_contig_13956,0.377154,PiuraChilensis_v1_contig_13956,other metabolic processes
PiuraChilensis_v1_contig_13956,0.377154,PiuraChilensis_v1_contig_13956,protein metabolism
PiuraChilensis_v1_contig_13957,0.858196,PiuraChilensis_v1_contig_13957,other biological processes
PiuraChilensis_v1_contig_13957,0.858196,PiuraChilensis_v1_contig_13957,signal transduction
PiuraChilensis_v1_contig_13957,0.858196,PiuraChilensis_v1_contig_13957,transport
PiuraChilensis_v1_contig_13958,0.890057,PiuraChilensis_v1_contig_13958,other metabolic processes
PiuraChilensis_v1_contig_13959,1.22521,,
PiuraChilensis_v1_contig_1396,0.890669,PiuraChilensis_v1_contig_1396,other biological processes
PiuraChilensis_v1_contig_1396,0.890669,PiuraChilensis_v1_contig_1396,protein metabolism
PiuraChilensis_v1_contig_1396,0.890669,PiuraChilensis_v1_contig_1396,transport
PiuraChilensis_v1_contig_13960,0.526107,PiuraChilensis_v1_contig_13960,other biological processes
PiuraChilensis_v1_contig_13960,0.526107,PiuraChilensis_v1_contig_13960,other metabolic processes
PiuraChilensis_v1_contig_13961,0.996323,,
PiuraChilensis_v1_contig_13962,0.676088,PiuraChilensis_v1_contig_13962,cell organization and biogenesis
PiuraChilensis_v1_contig_13962,0.676088,PiuraChilensis_v1_contig_13962,cell-cell signaling
PiuraChilensis_v1_contig_13962,0.676088,PiuraChilensis_v1_contig_13962,other biological processes
PiuraChilensis_v1_contig_13963,0.9654,PiuraChilensis_v1_contig_13963,transport
PiuraChilensis_v1_contig_13964,0.830683,,
PiuraChilensis_v1_contig_13965,0.644376,,
PiuraChilensis_v1_contig_13966,0.510531,PiuraChilensis_v1_contig_13966,other metabolic processes
PiuraChilensis_v1_contig_13967,0.64487,,
PiuraChilensis_v1_contig_13968,1.01854,PiuraChilensis_v1_contig_13968,other metabolic processes
PiuraChilensis_v1_contig_13968,1.01854,PiuraChilensis_v1_contig_13968,stress response
PiuraChilensis_v1_contig_13969,1.00668,,
PiuraChilensis_v1_contig_1397,0.50718,PiuraChilensis_v1_contig_1397,cell organization and biogenesis
PiuraChilensis_v1_contig_1397,0.50718,PiuraChilensis_v1_contig_1397,developmental processes
PiuraChilensis_v1_contig_1397,0.50718,PiuraChilensis_v1_contig_1397,other biological processes
PiuraChilensis_v1_contig_1397,0.50718,PiuraChilensis_v1_contig_1397,other metabolic processes
PiuraChilensis_v1_contig_1397,0.50718,PiuraChilensis_v1_contig_1397,signal transduction
PiuraChilensis_v1_contig_1397,0.50718,PiuraChilensis_v1_contig_1397,transport
PiuraChilensis_v1_contig_13970,0.498997,PiuraChilensis_v1_contig_13970,transport
PiuraChilensis_v1_contig_13971,1.26408,,
PiuraChilensis_v1_contig_13972,1.09039,PiuraChilensis_v1_contig_13972,other biological processes
PiuraChilensis_v1_contig_13973,0.949913,PiuraChilensis_v1_contig_13973,transport
PiuraChilensis_v1_contig_13974,1.00621,PiuraChilensis_v1_contig_13974,cell organization and biogenesis
PiuraChilensis_v1_contig_13974,1.00621,PiuraChilensis_v1_contig_13974,developmental processes
PiuraChilensis_v1_contig_13974,1.00621,PiuraChilensis_v1_contig_13974,other biological processes
PiuraChilensis_v1_contig_13974,1.00621,PiuraChilensis_v1_contig_13974,other metabolic processes
PiuraChilensis_v1_contig_13974,1.00621,PiuraChilensis_v1_contig_13974,protein metabolism
PiuraChilensis_v1_contig_13974,1.00621,PiuraChilensis_v1_contig_13974,signal transduction
PiuraChilensis_v1_contig_13975,0.933732,,
PiuraChilensis_v1_contig_13976,0.945601,PiuraChilensis_v1_contig_13976,transport
PiuraChilensis_v1_contig_13977,1.02683,,
PiuraChilensis_v1_contig_13978,1.11444,,
PiuraChilensis_v1_contig_13979,0.511905,,
PiuraChilensis_v1_contig_1398,0.793502,PiuraChilensis_v1_contig_1398,cell adhesion
PiuraChilensis_v1_contig_13980,0.54048,,
PiuraChilensis_v1_contig_13981,1.19074,,
PiuraChilensis_v1_contig_13982,0.788651,,
PiuraChilensis_v1_contig_13983,1.00301,PiuraChilensis_v1_contig_13983,cell organization and biogenesis
PiuraChilensis_v1_contig_13983,1.00301,PiuraChilensis_v1_contig_13983,developmental processes
PiuraChilensis_v1_contig_13983,1.00301,PiuraChilensis_v1_contig_13983,other biological processes
PiuraChilensis_v1_contig_13983,1.00301,PiuraChilensis_v1_contig_13983,protein metabolism
PiuraChilensis_v1_contig_13983,1.00301,PiuraChilensis_v1_contig_13983,signal transduction
PiuraChilensis_v1_contig_13984,0.647057,PiuraChilensis_v1_contig_13984,cell organization and biogenesis
PiuraChilensis_v1_contig_13984,0.647057,PiuraChilensis_v1_contig_13984,other biological processes
PiuraChilensis_v1_contig_13984,0.647057,PiuraChilensis_v1_contig_13984,transport
PiuraChilensis_v1_contig_13985,1.36855,,
PiuraChilensis_v1_contig_13986,0.713305,PiuraChilensis_v1_contig_13986,cell adhesion
PiuraChilensis_v1_contig_13986,0.713305,PiuraChilensis_v1_contig_13986,cell cycle and proliferation
PiuraChilensis_v1_contig_13986,0.713305,PiuraChilensis_v1_contig_13986,developmental processes
PiuraChilensis_v1_contig_13986,0.713305,PiuraChilensis_v1_contig_13986,other biological processes
PiuraChilensis_v1_contig_13986,0.713305,PiuraChilensis_v1_contig_13986,other metabolic processes
PiuraChilensis_v1_contig_13986,0.713305,PiuraChilensis_v1_contig_13986,protein metabolism
PiuraChilensis_v1_contig_13986,0.713305,PiuraChilensis_v1_contig_13986,signal transduction
PiuraChilensis_v1_contig_13987,1.16935,PiuraChilensis_v1_contig_13987,transport
PiuraChilensis_v1_contig_13988,0.469454,PiuraChilensis_v1_contig_13988,DNA metabolism
PiuraChilensis_v1_contig_13988,0.469454,PiuraChilensis_v1_contig_13988,RNA metabolism
PiuraChilensis_v1_contig_13988,0.469454,PiuraChilensis_v1_contig_13988,cell cycle and proliferation
PiuraChilensis_v1_contig_13988,0.469454,PiuraChilensis_v1_contig_13988,cell organization and biogenesis
PiuraChilensis_v1_contig_13988,0.469454,PiuraChilensis_v1_contig_13988,death
PiuraChilensis_v1_contig_13988,0.469454,PiuraChilensis_v1_contig_13988,developmental processes
PiuraChilensis_v1_contig_13988,0.469454,PiuraChilensis_v1_contig_13988,other biological processes
PiuraChilensis_v1_contig_13988,0.469454,PiuraChilensis_v1_contig_13988,other metabolic processes
PiuraChilensis_v1_contig_13988,0.469454,PiuraChilensis_v1_contig_13988,signal transduction
PiuraChilensis_v1_contig_13988,0.469454,PiuraChilensis_v1_contig_13988,stress response
PiuraChilensis_v1_contig_13989,1.23537,PiuraChilensis_v1_contig_13989,cell cycle and proliferation
PiuraChilensis_v1_contig_13989,1.23537,PiuraChilensis_v1_contig_13989,cell organization and biogenesis
PiuraChilensis_v1_contig_13989,1.23537,PiuraChilensis_v1_contig_13989,other biological processes
PiuraChilensis_v1_contig_13989,1.23537,PiuraChilensis_v1_contig_13989,other metabolic processes
PiuraChilensis_v1_contig_13989,1.23537,PiuraChilensis_v1_contig_13989,stress response
PiuraChilensis_v1_contig_1399,0.580681,,
PiuraChilensis_v1_contig_13990,1.18005,,
PiuraChilensis_v1_contig_13991,1.18005,,
PiuraChilensis_v1_contig_13992,0.939327,PiuraChilensis_v1_contig_13992,cell organization and biogenesis
PiuraChilensis_v1_contig_13992,0.939327,PiuraChilensis_v1_contig_13992,cell-cell signaling
PiuraChilensis_v1_contig_13992,0.939327,PiuraChilensis_v1_contig_13992,death
PiuraChilensis_v1_contig_13992,0.939327,PiuraChilensis_v1_contig_13992,developmental processes
PiuraChilensis_v1_contig_13992,0.939327,PiuraChilensis_v1_contig_13992,other biological processes
PiuraChilensis_v1_contig_13992,0.939327,PiuraChilensis_v1_contig_13992,other metabolic processes
PiuraChilensis_v1_contig_13992,0.939327,PiuraChilensis_v1_contig_13992,signal transduction
PiuraChilensis_v1_contig_13992,0.939327,PiuraChilensis_v1_contig_13992,stress response
PiuraChilensis_v1_contig_13992,0.939327,PiuraChilensis_v1_contig_13992,transport
PiuraChilensis_v1_contig_13993,0.760205,,
PiuraChilensis_v1_contig_13994,0.711427,,
PiuraChilensis_v1_contig_13995,0.881162,,
PiuraChilensis_v1_contig_13996,0.55819,,
PiuraChilensis_v1_contig_13997,0.723421,,
PiuraChilensis_v1_contig_13998,0.639322,PiuraChilensis_v1_contig_13998,stress response
PiuraChilensis_v1_contig_13998,0.639322,PiuraChilensis_v1_contig_13998,transport
PiuraChilensis_v1_contig_13999,0.484831,,
PiuraChilensis_v1_contig_14,0.778204,PiuraChilensis_v1_contig_14,protein metabolism
PiuraChilensis_v1_contig_140,0.906376,PiuraChilensis_v1_contig_140,cell adhesion
PiuraChilensis_v1_contig_140,0.906376,PiuraChilensis_v1_contig_140,other biological processes
PiuraChilensis_v1_contig_140,0.906376,PiuraChilensis_v1_contig_140,signal transduction
PiuraChilensis_v1_contig_1400,0.580644,PiuraChilensis_v1_contig_1400,other metabolic processes
PiuraChilensis_v1_contig_14000,0.919145,,
PiuraChilensis_v1_contig_14001,0.764402,,
PiuraChilensis_v1_contig_14002,0.697742,,
PiuraChilensis_v1_contig_14003,0.677025,,
PiuraChilensis_v1_contig_14004,0.736184,,
PiuraChilensis_v1_contig_14005,0.801617,PiuraChilensis_v1_contig_14005,protein metabolism
PiuraChilensis_v1_contig_14006,1.08585,PiuraChilensis_v1_contig_14006,cell-cell signaling
PiuraChilensis_v1_contig_14006,1.08585,PiuraChilensis_v1_contig_14006,protein metabolism
PiuraChilensis_v1_contig_14006,1.08585,PiuraChilensis_v1_contig_14006,transport
PiuraChilensis_v1_contig_14007,0.770648,PiuraChilensis_v1_contig_14007,DNA metabolism
PiuraChilensis_v1_contig_14007,0.770648,PiuraChilensis_v1_contig_14007,cell cycle and proliferation
PiuraChilensis_v1_contig_14007,0.770648,PiuraChilensis_v1_contig_14007,signal transduction
PiuraChilensis_v1_contig_14007,0.770648,PiuraChilensis_v1_contig_14007,stress response
PiuraChilensis_v1_contig_14008,0.573402,PiuraChilensis_v1_contig_14008,DNA metabolism
PiuraChilensis_v1_contig_14008,0.573402,PiuraChilensis_v1_contig_14008,cell cycle and proliferation
PiuraChilensis_v1_contig_14009,0.878024,PiuraChilensis_v1_contig_14009,cell organization and biogenesis
PiuraChilensis_v1_contig_14009,0.878024,PiuraChilensis_v1_contig_14009,developmental processes
PiuraChilensis_v1_contig_14009,0.878024,PiuraChilensis_v1_contig_14009,other metabolic processes
PiuraChilensis_v1_contig_1401,0.777963,PiuraChilensis_v1_contig_1401,RNA metabolism
PiuraChilensis_v1_contig_1401,0.777963,PiuraChilensis_v1_contig_1401,other biological processes
PiuraChilensis_v1_contig_1401,0.777963,PiuraChilensis_v1_contig_1401,protein metabolism
PiuraChilensis_v1_contig_14010,0.809817,,
PiuraChilensis_v1_contig_14011,0.625066,,
PiuraChilensis_v1_contig_14012,0.671721,,
PiuraChilensis_v1_contig_14013,0.63111,,
PiuraChilensis_v1_contig_14014,1.0291,,
PiuraChilensis_v1_contig_14015,0.580215,PiuraChilensis_v1_contig_14015,RNA metabolism
PiuraChilensis_v1_contig_14016,0.397494,,
PiuraChilensis_v1_contig_14017,0.678959,PiuraChilensis_v1_contig_14017,RNA metabolism
PiuraChilensis_v1_contig_14017,0.678959,PiuraChilensis_v1_contig_14017,cell cycle and proliferation
PiuraChilensis_v1_contig_14017,0.678959,PiuraChilensis_v1_contig_14017,developmental processes
PiuraChilensis_v1_contig_14018,0.819959,PiuraChilensis_v1_contig_14018,cell cycle and proliferation
PiuraChilensis_v1_contig_14018,0.819959,PiuraChilensis_v1_contig_14018,cell organization and biogenesis
PiuraChilensis_v1_contig_14019,0.725761,PiuraChilensis_v1_contig_14019,protein metabolism
PiuraChilensis_v1_contig_1402,0.776527,PiuraChilensis_v1_contig_1402,protein metabolism
PiuraChilensis_v1_contig_14020,1.06887,,
PiuraChilensis_v1_contig_14021,0.985509,PiuraChilensis_v1_contig_14021,other metabolic processes
PiuraChilensis_v1_contig_14022,1.37273,,
PiuraChilensis_v1_contig_14023,0.919571,,
PiuraChilensis_v1_contig_14024,0.78969,PiuraChilensis_v1_contig_14024,RNA metabolism
PiuraChilensis_v1_contig_14024,0.78969,PiuraChilensis_v1_contig_14024,other biological processes
PiuraChilensis_v1_contig_14024,0.78969,PiuraChilensis_v1_contig_14024,other metabolic processes
PiuraChilensis_v1_contig_14025,0.744921,,
PiuraChilensis_v1_contig_14026,0.787917,,
PiuraChilensis_v1_contig_14027,0.480298,PiuraChilensis_v1_contig_14027,cell adhesion
PiuraChilensis_v1_contig_14027,0.480298,PiuraChilensis_v1_contig_14027,developmental processes
PiuraChilensis_v1_contig_14027,0.480298,PiuraChilensis_v1_contig_14027,other biological processes
PiuraChilensis_v1_contig_14028,0.748772,,
PiuraChilensis_v1_contig_14029,0.91371,,
PiuraChilensis_v1_contig_1403,1.0184,PiuraChilensis_v1_contig_1403,transport
PiuraChilensis_v1_contig_14030,0.879171,,
PiuraChilensis_v1_contig_14031,0.703106,,
PiuraChilensis_v1_contig_14032,0.887256,,
PiuraChilensis_v1_contig_14033,0.922171,,
PiuraChilensis_v1_contig_14034,0.85766,,
PiuraChilensis_v1_contig_14035,0.864217,,
PiuraChilensis_v1_contig_14036,0.309317,,
PiuraChilensis_v1_contig_14037,1.2083,,
PiuraChilensis_v1_contig_14038,0.705525,,
PiuraChilensis_v1_contig_14039,1.12928,PiuraChilensis_v1_contig_14039,other metabolic processes
PiuraChilensis_v1_contig_1404,0.853995,,
PiuraChilensis_v1_contig_14040,0.606532,,
PiuraChilensis_v1_contig_14041,0.899631,,
PiuraChilensis_v1_contig_14042,0.663867,,
PiuraChilensis_v1_contig_14043,1.1298,,
PiuraChilensis_v1_contig_14044,0.992994,,
PiuraChilensis_v1_contig_14045,1.0513,PiuraChilensis_v1_contig_14045,cell cycle and proliferation
PiuraChilensis_v1_contig_14045,1.0513,PiuraChilensis_v1_contig_14045,cell organization and biogenesis
PiuraChilensis_v1_contig_14045,1.0513,PiuraChilensis_v1_contig_14045,death
PiuraChilensis_v1_contig_14045,1.0513,PiuraChilensis_v1_contig_14045,developmental processes
PiuraChilensis_v1_contig_14045,1.0513,PiuraChilensis_v1_contig_14045,other biological processes
PiuraChilensis_v1_contig_14045,1.0513,PiuraChilensis_v1_contig_14045,other metabolic processes
PiuraChilensis_v1_contig_14045,1.0513,PiuraChilensis_v1_contig_14045,stress response
PiuraChilensis_v1_contig_14045,1.0513,PiuraChilensis_v1_contig_14045,transport
PiuraChilensis_v1_contig_14046,0.953153,PiuraChilensis_v1_contig_14046,developmental processes
PiuraChilensis_v1_contig_14046,0.953153,PiuraChilensis_v1_contig_14046,other biological processes
PiuraChilensis_v1_contig_14047,0.766702,,
PiuraChilensis_v1_contig_14048,0.550809,,
PiuraChilensis_v1_contig_14049,0.405988,,
PiuraChilensis_v1_contig_1405,0.891393,PiuraChilensis_v1_contig_1405,other metabolic processes
PiuraChilensis_v1_contig_14050,0.426977,,
PiuraChilensis_v1_contig_14051,0.868549,,
PiuraChilensis_v1_contig_14052,0.614955,PiuraChilensis_v1_contig_14052,other biological processes
PiuraChilensis_v1_contig_14052,0.614955,PiuraChilensis_v1_contig_14052,other metabolic processes
PiuraChilensis_v1_contig_14053,0.47369,PiuraChilensis_v1_contig_14053,cell organization and biogenesis
PiuraChilensis_v1_contig_14054,0.850586,PiuraChilensis_v1_contig_14054,other metabolic processes
PiuraChilensis_v1_contig_14055,0.572057,,
PiuraChilensis_v1_contig_14056,1.02952,,
PiuraChilensis_v1_contig_14057,0.678828,,
PiuraChilensis_v1_contig_14058,1.13173,,
PiuraChilensis_v1_contig_14059,1.37012,,
PiuraChilensis_v1_contig_1406,0.432615,,
PiuraChilensis_v1_contig_14060,0.825418,PiuraChilensis_v1_contig_14060,other metabolic processes
PiuraChilensis_v1_contig_14061,0.879299,,
PiuraChilensis_v1_contig_14062,0.55921,PiuraChilensis_v1_contig_14062,RNA metabolism
PiuraChilensis_v1_contig_14062,0.55921,PiuraChilensis_v1_contig_14062,other metabolic processes
PiuraChilensis_v1_contig_14063,0.919309,PiuraChilensis_v1_contig_14063,other metabolic processes
PiuraChilensis_v1_contig_14064,1.31768,,
PiuraChilensis_v1_contig_14065,0.865261,PiuraChilensis_v1_contig_14065,DNA metabolism
PiuraChilensis_v1_contig_14065,0.865261,PiuraChilensis_v1_contig_14065,protein metabolism
PiuraChilensis_v1_contig_14066,0.662289,PiuraChilensis_v1_contig_14066,cell cycle and proliferation
PiuraChilensis_v1_contig_14066,0.662289,PiuraChilensis_v1_contig_14066,cell organization and biogenesis
PiuraChilensis_v1_contig_14066,0.662289,PiuraChilensis_v1_contig_14066,other biological processes
PiuraChilensis_v1_contig_14067,0.815271,,
PiuraChilensis_v1_contig_14068,0.610493,PiuraChilensis_v1_contig_14068,RNA metabolism
PiuraChilensis_v1_contig_14068,0.610493,PiuraChilensis_v1_contig_14068,cell organization and biogenesis
PiuraChilensis_v1_contig_14068,0.610493,PiuraChilensis_v1_contig_14068,developmental processes
PiuraChilensis_v1_contig_14068,0.610493,PiuraChilensis_v1_contig_14068,transport
PiuraChilensis_v1_contig_14069,1.05878,,
PiuraChilensis_v1_contig_1407,0.555744,PiuraChilensis_v1_contig_1407,DNA metabolism
PiuraChilensis_v1_contig_1407,0.555744,PiuraChilensis_v1_contig_1407,cell cycle and proliferation
PiuraChilensis_v1_contig_1407,0.555744,PiuraChilensis_v1_contig_1407,death
PiuraChilensis_v1_contig_1407,0.555744,PiuraChilensis_v1_contig_1407,signal transduction
PiuraChilensis_v1_contig_1407,0.555744,PiuraChilensis_v1_contig_1407,stress response
PiuraChilensis_v1_contig_14070,0.982336,PiuraChilensis_v1_contig_14070,cell cycle and proliferation
PiuraChilensis_v1_contig_14070,0.982336,PiuraChilensis_v1_contig_14070,cell organization and biogenesis
PiuraChilensis_v1_contig_14071,0.885478,PiuraChilensis_v1_contig_14071,other biological processes
PiuraChilensis_v1_contig_14072,1.20042,,
PiuraChilensis_v1_contig_14073,0.504245,,
PiuraChilensis_v1_contig_14074,0.42157,PiuraChilensis_v1_contig_14074,other biological processes
PiuraChilensis_v1_contig_14075,0.845774,PiuraChilensis_v1_contig_14075,RNA metabolism
PiuraChilensis_v1_contig_14076,0.762648,,
PiuraChilensis_v1_contig_14077,0.749852,,
PiuraChilensis_v1_contig_14078,0.536498,,
PiuraChilensis_v1_contig_14079,0.583688,,
PiuraChilensis_v1_contig_1408,1.00551,,
PiuraChilensis_v1_contig_14080,0.762743,PiuraChilensis_v1_contig_14080,other biological processes
PiuraChilensis_v1_contig_14081,0.865364,,
PiuraChilensis_v1_contig_14082,0.677184,,
PiuraChilensis_v1_contig_14083,1.01394,PiuraChilensis_v1_contig_14083,other metabolic processes
PiuraChilensis_v1_contig_14083,1.01394,PiuraChilensis_v1_contig_14083,transport
PiuraChilensis_v1_contig_14084,0.534593,,
PiuraChilensis_v1_contig_14085,0.965309,,
PiuraChilensis_v1_contig_14086,0.805863,,
PiuraChilensis_v1_contig_14087,1.03314,,
PiuraChilensis_v1_contig_14088,0.947043,,
PiuraChilensis_v1_contig_14089,0.832837,,
PiuraChilensis_v1_contig_1409,0.87997,,
PiuraChilensis_v1_contig_14090,0.692202,PiuraChilensis_v1_contig_14090,cell organization and biogenesis
PiuraChilensis_v1_contig_14090,0.692202,PiuraChilensis_v1_contig_14090,developmental processes
